,SSB_Include,CSB_Include,Material,CS Length,BB Drop,Stack,SS E,ST Angle,BB OD,TT OD,HT OD,DT OD,CS OD,SS OD,ST OD,CS F,HT LX,ST UX,HT UX,HT Angle,HT Length,ST Length,BB Length,Dropout Offset,SSB OD,CSB OD,SSB Offset,CSB Offset,SS Z,SS Thickness,CS Thickness,TT Thickness,BB Thickness,HT Thickness,ST Thickness,DT Thickness,DT Length,Sim 1 Dropout X Disp.,Sim 1 Dropout Y Disp.,Sim 1 Bottom Bracket X Disp.,Sim 1 Bottom Bracket Y Disp.,Sim 2 Bottom Bracket Z Disp.,Sim 3 Bottom Bracket Y Disp.,Sim 3 Bottom Bracket X Rot.,Sim 1 Safety Factor,Sim 3 Safety Factor,Model Mass,batch
682,0,0,Steel,0.36,0.05,0.5656,0.09,74.49998322747555,0.04,0.027000000000000003,0.04,0.0365,0.02335,0.013,0.0286,0.015,0.035,0.04,0.02,73.5,0.09,0.38,0.068,0.12,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.001511,0.005603,0.001141,0.00078457,0.002097,0.0014759999999999999,0.008844,0.57794,-0.002137,0.003404,-0.00246,0.001504,0.0005543,-0.00092375,0.002689285714285713,1.0979999999999999,0.8907,6.09,1_4
683,0,0,Titanium,0.4,0.0616,0.5656,0.06,74.0000202554444,0.038,0.03025,0.038,0.0365,0.0254,0.016,0.0319,0.015,0.0403,0.0418,0.0309,74.0,0.1259,0.5921,0.068,0.12,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.001254,0.001864,0.002095,0.00074924,0.0018800000000000002,0.002176,0.001615,0.640907,0.03253,-0.059160000000000004,0.03833,-0.03057,0.002227,-0.01074,0.005285714285714281,0.6111,1.619,2.49,3_1
684,0,0,Steel,0.392,-0.008,0.5656,0.045,74.49998322747555,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.045,0.028,0.0369,74.5,0.1227,0.368,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.0068260000000000005,0.004681,0.000984,0.005185,0.00514,0.002402,0.001558,0.65076,-0.006847,0.01112,-0.006640999999999999,0.006171,0.0007098,-0.006911500000000001,0.0024214285714285705,0.9123,0.7654,5.01,1_4
685,0,0,Steel,0.405,0.032,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0457,0.032,0.039,72.0,0.1386,0.552,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.000852,0.004698,0.007502,0.007691,0.00060428,0.00090484,0.008024,0.654289,-0.002227,0.004437,-0.002391,0.0024,0.00048269999999999997,-0.0026820000000000004,0.0015142857142857137,1.36,1.682,8.58,1_4
686,0,0,Steel,0.405,0.045,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0464,0.032,0.039,72.0,0.1266,0.552,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.003273,0.006149,0.0012230000000000001,0.00063602,0.001324,0.00057328,0.0006793,0.66368,-0.01133,0.02178,-0.01226,0.01229,0.001268,-0.013485,0.003785714285714292,0.6769,0.5712,4.41,1_4
687,0,0,Titanium,0.405,0.07,0.5656,0.068,74.0000202554444,0.04,0.0405,0.055,0.0505,0.02685,0.013,0.0318,0.015,0.0558,0.0603,0.0358,73.0,0.1374,0.5,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.003,0.001628,0.004763,0.009585,0.00092288,0.0020039999999999997,0.002124,0.004493,0.647456,0.005288,-0.01031,0.006601999999999999,-0.00517,0.0007638,-0.001817,0.0018285714285714279,1.9569999999999999,4.093999999999999,5.82,1_4
688,0,0,Steel,0.405,0.02,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0513,0.0564,0.0253,72.0,0.11,0.2964,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.0045320000000000004,0.001857,0.003443,0.0005813,0.003493,0.005261999999999999,0.007562,0.60823,-0.002352,0.003982,-0.002575,0.001875,0.0008824999999999999,-0.0013120000000000002,0.004357142857142857,0.9404,0.7134,6.34,1_4
689,0,0,Titanium,0.405,0.07,0.5656,0.218,74.0000202554444,0.04,0.0386,0.055,0.0535,0.03,0.013,0.0438,0.015,0.0555,0.194,0.0356,73.0,0.153,0.635,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.0019370000000000001,0.000906,0.003167,0.0025510000000000003,0.002867,0.0070599999999999994,0.004121,0.655517,0.006669,-0.01377,0.008175,-0.007148999999999999,0.0008477000000000001,-0.002828,0.0018571428571428556,1.726,4.2860000000000005,4.29,1_4
690,0,0,Steel,0.405,0.02,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0513,0.0564,0.0253,72.0,0.11,0.2964,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.0022489999999999997,0.00916,0.000731,0.00073137,0.00055229,0.00099146,0.001003,0.60823,-0.00948,0.01429,-0.009768,0.006991,0.001047,-0.0056545,0.003335714285714282,0.6694,0.7816,4.15,1_4
691,0,0,Titanium,0.405,0.07,0.5656,0.06,73.49999998763374,0.04,0.038,0.045,0.0485,0.02335,0.013,0.0318,0.015,0.0499,0.0491,0.0326,73.0,0.145,0.4991,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.00131,0.003317,0.006167,0.00054149,0.005799,0.00123,0.006077,0.642997,0.0059299999999999995,-0.01198,0.007568999999999999,-0.006157999999999999,0.0011220000000000002,-0.0021205,0.003078571428571428,1.48,1.9609999999999999,5.32,1_4
692,0,0,Titanium,0.45,0.07,0.5656,0.045,72.99997971982306,0.055,0.0286,0.045,0.0381,0.02335,0.013,0.0301,0.015,0.0495,0.0541,0.034,70.0,0.1634,0.575,0.068,0.135,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.004148,0.005144,0.002461,0.001405,0.005971,0.004328,0.001707,0.6833739999999999,0.034980000000000004,-0.07917,0.043160000000000004,-0.042480000000000004,0.002411,-0.015345000000000001,0.005214285714285687,0.4152,1.155,4.38,3_1
693,0,0,Steel,0.43365,0.0775,0.5656,0.045,72.99997971982306,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0503,0.0482,0.05,73.0,0.145,0.5282,0.068,0.135,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.006068,0.000683,0.0012699999999999999,0.00051072,0.007954000000000001,0.002454,0.002468,0.66062,0.018369999999999997,-0.03925,0.02295,-0.02014,0.002246,-0.0069359999999999995,0.005699999999999994,0.3232,0.5787,4.76,1_4
694,0,0,Steel,0.39,-0.005,0.5656,0.06,72.99997971982306,0.04,0.0286,0.045,0.045,0.02335,0.016,0.03,0.015,0.053,0.04,0.033,74.0,0.11,0.44,0.068,0.12,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.0008150000000000001,0.000608,0.000725,0.0033,0.003076,0.003261,0.00059073,0.655963,-0.01037,0.01647,-0.01011,0.008851999999999999,0.0018059999999999999,-0.008935,0.004728571428571424,0.6517,0.5495,2.24,1_4
695,0,0,Aluminum,0.399,0.068,0.5656,0.045,72.99997971982306,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0441,0.0398,0.0361,73.0,0.18,0.58,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.003811,0.00105,0.0016769999999999999,0.00172,0.002702,0.004047,0.001794,0.663798,0.05057,-0.1104,0.06096,-0.06451,0.0041990000000000005,-0.024274999999999998,0.009357142857142871,0.1876,0.5009,1.87,3_2
696,0,0,Titanium,0.40171999999999997,0.067,0.5656,0.1,72.99997971982306,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0482,0.0278,0.0233,73.0,0.1695,0.56,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.0005480000000000001,0.002041,0.000773,0.004915999999999999,0.001094,0.005159,0.0018969999999999998,0.648404,0.03678,-0.07518,0.04365,-0.04199,0.001889,-0.015345000000000001,0.006214285714285733,0.5183,1.3940000000000001,1.88,1_4
697,0,0,Titanium,0.41,0.07,0.5656,0.045,73.49999998763374,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0465,0.0319,0.0335,73.0,0.1185,0.5619,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.001431,0.004389,0.002438,0.002069,0.007344,0.00588,0.002149,0.650664,0.02768,-0.05093,0.03307,-0.02567,0.001703,-0.008833,0.003871428571428577,0.7021,2.0469999999999997,4.08,3_1
698,0,0,Steel,0.3429,-0.0434,0.5656,0.033,71.00001324013941,0.04,0.0286,0.038,0.0365,0.02335,0.0165,0.0318,0.015,0.036,0.0292,0.0267,75.0,0.11,0.2512,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.002874,0.0007599999999999999,0.0024289999999999997,0.007725,0.004873,0.0072959999999999995,0.001196,0.520176,-0.0036810000000000002,0.0034549999999999997,-0.003421,0.001181,0.0009354,-0.00057815,0.002555,0.8895,1.75,3.24,1_4
699,0,0,Steel,0.425,0.07,0.5656,0.03,74.0000202554444,0.034,0.02545,0.032,0.0365,0.018,0.0135,0.029,0.015,0.032,0.0151,0.0262,73.0,0.1095,0.55,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.000655,0.002397,0.000779,0.002318,0.00424,0.001732,0.001227,0.656812,0.03352,-0.06376,0.03977,-0.03267,0.002196,-0.01132,0.005285714285714293,0.195,0.5623,2.76,1_4
700,0,0,Steel,0.405,0.01,0.5656,0.045,78.00001051059121,0.04,0.0286,0.045,0.049,0.0367,0.015,0.0318,0.015,0.0608,0.0484,0.0249,72.5,0.1098,0.2784,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.0007650000000000001,0.006914,0.0033469999999999997,0.002763,0.005275,0.00197,0.00095971,0.6084069999999999,-0.0036119999999999998,0.005282,-0.0036079999999999997,0.0023510000000000002,0.00023260000000000002,-0.00177,0.0007285714285714292,0.9235,1.3940000000000001,7.25,1_4
701,0,0,Steel,0.37783,0.01,0.5656,0.045,73.49999998763374,0.04,0.0286,0.045,0.049,0.0367,0.015,0.0318,0.015,0.0633,0.0434,0.0256,66.6,0.0975,0.3134,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.00172,0.007861,0.004922999999999999,0.002386,0.00083857,0.001379,0.0014199999999999998,0.589965,-0.0026190000000000002,0.0032869999999999996,-0.002617,0.001344,0.0001826,-0.00077625,0.000587857142857142,1.084,2.479,7.53,1_4
702,0,0,Steel,0.3778,0.01,0.5656,0.045,73.49999998763374,0.04,0.0286,0.045,0.049,0.0367,0.015,0.0318,0.015,0.0587,0.0404,0.0262,72.1,0.11,0.2804,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.000974,0.008006000000000001,0.000719,0.006958,0.0018329999999999998,0.00058215,0.00090815,0.622486,-0.004908,0.007219,-0.004933,0.003474,0.00018790000000000001,-0.0031095,0.0006642857142857157,0.9758,1.08,6.6,1_4
703,0,0,Steel,0.37895999999999996,0.01,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0513,0.0558,0.0255,73.0,0.11,0.3003,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.001732,0.005047,0.002903,0.00078171,0.00057077,0.003321,0.001179,0.606614,-0.005212,0.007619,-0.00536,0.0037799999999999995,0.0008908999999999999,-0.003208,0.003271428571428572,0.9849,1.09,3.91,1_4
704,0,0,Aluminum,0.425,0.06,0.5656,0.045,72.99997971982306,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0491,0.0472,0.0375,72.0,0.145,0.56,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.0022789999999999998,0.005006,0.000868,0.00061453,0.001884,0.004586,0.0010869999999999999,0.636699,0.08139,-0.1559,0.09638,-0.07859,0.0037560000000000002,-0.027185,0.009500000000000008,0.1264,0.3459,1.94,3_2
705,0,0,Titanium,0.405,0.07,0.5656,0.045,74.0000202554444,0.04,0.0302,0.038,0.0365,0.02335,0.013,0.035,0.015,0.0407,0.023,0.0346,72.5,0.1546,0.593,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.007,0.005458,0.006354,0.0010119999999999999,0.006028,0.0063170000000000006,0.004499,0.003058,0.6648890000000001,0.02593,-0.054020000000000006,0.03077,-0.030510000000000002,0.001216,-0.011075,0.003357142857142844,0.6118,1.6669999999999998,4.73,3_1
706,0,0,Aluminum,0.405,0.07,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0499,0.049,0.034,73.0,0.145,0.515,0.068,0.135,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.0039369999999999995,0.004983,0.004229999999999999,0.0038350000000000003,0.00053226,0.000737,0.00062977,0.6536390000000001,0.06141,-0.118,0.07254,-0.0639,0.003317,-0.022815,0.009357142857142847,0.1772,0.4841,1.75,3_2
707,0,0,Steel,0.44,0.08,0.5656,0.045,73.49999998763374,0.04,0.0296,0.05,0.03755,0.02335,0.013,0.0318,0.015,0.0601,0.0487,0.0399,71.5,0.15,0.5487,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.002804,0.005408,0.0017579999999999998,0.0034509999999999996,0.003421,0.0038380000000000003,0.006464,0.6736439999999999,0.00965,-0.0206,0.011859999999999999,-0.0107,0.0006569,-0.003739,0.0016857142857142863,0.4953,1.406,7.89,1_4
708,0,0,Steel,0.32,0.001,0.5656,0.045,74.0000202554444,0.04,0.0411,0.045,0.05,0.03285,0.019,0.0318,0.015,0.0482,0.0575,0.0241,73.0,0.12,0.2275,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.00908,0.000787,0.002078,0.0035399999999999997,0.007663,0.0050880000000000005,0.004743,0.598483,-0.0007876000000000001,0.001126,-0.0007974999999999999,0.0005788999999999999,0.0002289,-0.00064025,0.0007464285714285713,3.023,2.99,7.48,1_4
709,0,0,Steel,0.31861,0.005,0.5656,0.225,75.99998673512805,0.04,0.0286,0.045,0.0365,0.02335,0.014,0.0318,0.015,0.0422,0.0508,0.0379,75.5,0.285,0.63,0.068,0.12,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.005795000000000001,0.009226999999999999,0.001852,0.0027559999999999998,0.001123,0.005711,0.001047,0.5786319999999999,-0.0023420000000000003,0.00591,-0.002309,0.003682,0.000437,-0.0077375,0.0022214285714285812,0.7979,0.7776,5.27,1_4
710,0,0,Titanium,0.39421999999999996,0.045,0.5656,0.075,75.50002376309689,0.04,0.0377,0.045,0.0365,0.035,0.019,0.0318,0.015,0.0611,0.0457,0.0423,75.5,0.1974,0.615,0.068,0.12,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.000918,0.002379,0.003016,0.002023,0.00050037,0.005808,0.004259000000000001,0.681461,-0.003408,0.007801000000000001,-0.003694,0.004841,0.0006632000000000001,-0.007263499999999999,0.0020642857142857155,4.611000000000001,2.7689999999999997,5.04,3_1
711,0,0,Steel,0.405,0.0,0.5656,0.045,71.99999647998123,0.04,0.0286,0.045,0.0415,0.02335,0.013,0.0318,0.015,0.0568,0.0551,0.0262,71.0,0.11,0.2951,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.006028,0.0008150000000000001,0.003438,0.0037530000000000003,0.001165,0.001178,0.00055716,0.583162,-0.005734,0.007758,-0.005761,0.003221,0.001638,-0.0020945,0.003978571428571429,0.8878,1.1640000000000001,3.14,1_4
712,0,0,Steel,0.39455999999999997,0.0,0.5656,0.045,72.50001674779189,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0604,0.0487,0.0327,71.1,0.11,0.3547,0.068,0.135,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.005628,0.000904,0.008136,0.001819,0.0017010000000000003,0.001721,0.0018899999999999998,0.614459,-0.003944,0.005935,-0.004028,0.002801,0.001287,-0.002156,0.0032571428571428556,1.111,1.609,4.74,1_4
714,0,0,Aluminum,0.40706,0.08,0.5656,0.075,77.00002727074938,0.04,0.0377,0.06,0.0365,0.0325,0.0215,0.0318,0.015,0.0612,0.0614,0.0497,75.5,0.2,0.615,0.068,0.12,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.007742,0.0054020000000000006,0.006456999999999999,0.00402,0.00088585,0.001873,0.00055472,0.671904,0.02415,-0.05535,0.029230000000000003,-0.03266,0.001372,-0.01226,0.0035714285714285744,0.3201,0.8605,3.7,3_2
715,0,0,Steel,0.38,0.0,0.5656,0.02,69.99997270451806,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0511,0.0231,0.0237,68.5,0.11,0.3,0.068,0.135,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.0011099999999999999,0.000758,0.0015429999999999999,0.0012779999999999998,0.001715,0.002955,0.009033,0.6229560000000001,-0.002526,0.004311,-0.002725,0.0021100000000000003,0.0009355,-0.0019500000000000001,0.002585714285714285,1.133,1.198,5.28,1_4
716,0,0,Steel,0.405,0.05,0.5656,0.07,74.0000202554444,0.04,0.027000000000000003,0.0317,0.0349,0.02295,0.016,0.0286,0.015,0.0428,0.0443,0.0371,74.0,0.145,0.6543,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.0037799999999999995,0.0009699999999999999,0.008728,0.0045320000000000004,0.0032,0.00052167,0.00052167,0.642232,-0.0068390000000000005,0.013340000000000001,-0.007476000000000001,0.007483,0.002235,-0.0085745,0.005535714285714295,0.82,0.8092,5.48,1_4
717,0,0,Steel,0.405,0.07,0.5656,0.15,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.0165,0.0318,0.015,0.0499,0.049,0.034,73.0,0.145,0.515,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.002553,0.001101,0.001328,0.0021609999999999997,0.004531,0.007390000000000001,0.008561,0.6536390000000001,0.009425,-0.01899,0.011470000000000001,-0.00984,0.0009083,-0.00353,0.002100000000000003,0.5008,1.2409999999999999,6.64,1_4
718,0,0,Steel,0.42,0.06,0.5656,0.175,77.00002727074938,0.04,0.0286,0.045,0.0365,0.02335,0.015,0.0318,0.015,0.0472,0.0529,0.0357,70.0,0.1629,0.52,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.000521,0.006225,0.006678,0.002558,0.005285,0.0013599999999999999,0.002777,0.636003,0.009825,-0.02,0.011640000000000001,-0.01027,0.0007433,-0.0036965,0.0021071428571428547,0.3467,1.385,6.98,1_4
719,0,0,Steel,0.43,0.07,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0469,0.0487,0.0349,72.0,0.145,0.5147,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.001952,0.002459,0.0037799999999999995,0.002367,0.001247,0.003973,0.001277,0.675689,0.01899,-0.039439999999999996,0.02267,-0.02139,0.001302,-0.0076825,0.0033642857142857268,0.2698,0.8049,4.49,1_4
720,0,0,Steel,0.405,0.065,0.5656,0.035,74.0000202554444,0.04,0.0286,0.04,0.0365,0.0234,0.013,0.0318,0.015,0.0522,0.0215,0.039,72.0,0.0991,0.52,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.001591,0.003936,0.003856,0.0046429999999999996,0.007469,0.001115,0.001468,0.635208,0.01511,-0.02481,0.0177,-0.011340000000000001,0.0009404,-0.0036414999999999998,0.0024357142857142837,0.3998,1.2409999999999999,5.15,1_4
721,0,0,Steel,0.38625,0.047,0.5656,0.125,72.99997971982306,0.04,0.0286,0.034,0.0365,0.02335,0.0115,0.0298,0.015,0.04,0.0404,0.0357,75.0,0.1007,0.5704,0.068,0.12,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.001084,0.001326,0.000904,0.00642,0.0092,0.0036079999999999997,0.00060916,0.583691,-0.01068,0.01602,-0.011640000000000001,0.007197,0.001632,-0.0051215,0.004164285714285715,0.5818,0.752,2.84,1_4
722,0,0,Titanium,0.405,0.069,0.5656,0.045,72.99997971982306,0.04,0.0327,0.045,0.0365,0.03,0.0165,0.034,0.015,0.051,0.035,0.034,73.0,0.051,0.486,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.0021550000000000002,0.005767,0.0021079999999999996,0.00082307,0.003026,0.0011560000000000001,0.007225,0.638412,0.01444,-0.021169999999999998,0.01719,-0.007927,0.0008521000000000001,-0.0022835,0.0030642857142857147,0.9695,2.06,4.49,1_4
723,0,0,Steel,0.43,0.07,0.5656,0.045,72.99997971982306,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0494,0.0497,0.0332,71.0,0.1631,0.5157,0.068,0.135,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.0017530000000000002,0.000503,0.000612,0.001047,0.003114,0.002366,0.004029,0.662963,0.01489,-0.03197,0.01822,-0.01734,0.001813,-0.00629,0.003428571428571425,0.319,0.7721,4.12,1_4
724,0,0,Steel,0.4,0.065,0.5656,0.035,74.0000202554444,0.04,0.0286,0.04,0.0365,0.0234,0.013,0.0318,0.015,0.04,0.0215,0.025,72.0,0.0889,0.52,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.00084,0.001408,0.001738,0.0014349999999999999,0.001562,0.001233,0.001271,0.628683,0.020319999999999998,-0.03244,0.024,-0.014780000000000001,0.001552,-0.0048265,0.003735714285714292,0.3205,0.9896,2.78,1_4
725,0,0,Titanium,0.385,0.068,0.5656,0.16,82.99998400557985,0.04,0.0315,0.045,0.0365,0.0275,0.02,0.0318,0.015,0.0294,0.0112,0.0326,72.0,0.12,0.502,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.01,0.0021149999999999997,0.008514,0.008818000000000001,0.0071849999999999995,0.004194,0.001551,0.00203,0.695328,0.01976,-0.040639999999999996,0.02331,-0.02305,0.0008611000000000001,-0.0085865,0.002950000000000001,0.5654,2.256,4.98,1_4
726,0,0,Aluminum,0.38,0.0,0.5656,0.045,74.0000202554444,0.04,0.0286,0.05,0.0431,0.02335,0.013,0.0318,0.015,0.0534,0.0335,0.0276,70.0,0.11199999999999999,0.3027,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.003304,0.003618,0.0022329999999999997,0.001572,0.006055,0.0005009999999999999,0.005644,0.582144,-0.004989,0.007509,-0.005129,0.0032240000000000003,0.001354,-0.0022075,0.003678571428571427,0.3056,1.4509999999999998,2.19,3_2
727,0,0,Titanium,0.3896,0.0,0.5656,0.045,72.50001674779189,0.04,0.0321,0.045,0.0501,0.037,0.0215,0.0318,0.015,0.0574,0.0394,0.0316,64.5,0.1104,0.3455,0.068,0.135,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.000826,0.005212,0.000785,0.004228,0.002667,0.004542,0.0016129999999999999,0.5991,-0.00599,0.008288,-0.005873,0.0037159999999999997,0.0003756,-0.003061,0.001171428571428572,2.6489999999999996,3.418,3.51,1_4
729,0,0,Steel,0.385,-0.007,0.5656,0.055,75.00000349528622,0.04,0.0286,0.045,0.0365,0.02335,0.015,0.03,0.015,0.0446,0.0396,0.0338,73.0,0.1108,0.41,0.068,0.12,0.015848936170212168,0.01775912247474788,0.33,0.3,0.0112,0.0067670000000000004,0.0043,0.001247,0.002653,0.00063463,0.002194,0.009040000000000001,0.653438,-0.0030670000000000003,0.004943,-0.0029760000000000003,0.002725,0.0005147999999999999,-0.0028795,0.0015214285714285718,1.564,1.3880000000000001,7.58,1_4
730,0,0,Steel,0.445,0.06,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0334,0.0402,0.0239,69.5,0.09,0.393,0.068,0.135,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.001007,0.004966,0.00635,0.002937,0.001147,0.001209,0.001245,0.668694,0.016630000000000002,-0.03015,0.019219999999999998,-0.014819999999999998,0.0011300000000000001,-0.005015499999999999,0.002807142857142858,0.3796,1.068,5.4,1_4
731,0,0,Aluminum,0.37,-0.01,0.5656,0.045,74.0000202554444,0.04,0.0286,0.049,0.0365,0.02335,0.013,0.0318,0.015,0.0519,0.0341,0.027,72.0,0.11,0.3001,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.003904,0.000752,0.006345,0.0016809999999999998,0.00062724,0.002554,0.009585,0.60039,-0.0049310000000000005,0.007585,-0.005184,0.00358,0.002169,-0.0029560000000000003,0.005885714285714282,1.28,1.168,2.38,3_2
732,0,0,Steel,0.398,0.06,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0492,0.0468,0.0385,73.0,0.1637,0.6068,0.068,0.12,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.001823,0.005732,0.006443000000000001,0.00051522,0.002734,0.0007077000000000001,0.002348,0.646371,0.01238,-0.02497,0.014830000000000001,-0.01356,0.0009672000000000001,-0.0048645,0.003407142857142857,0.4268,0.8424,6.72,1_4
733,0,0,Aluminum,0.405,0.0,0.5656,0.045,60.000025714540776,0.04,0.0286,0.045,0.0365,0.027,0.0165,0.03,0.015,0.0346,0.012,0.0212,74.0,0.1,0.312,0.068,0.135,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.0011070000000000001,0.006068,0.002501,0.002439,0.002698,0.000509,0.0011480000000000001,0.552446,-0.01623,0.02056,-0.016030000000000003,0.008149,0.001838,-0.004595,0.005499999999999999,0.2972,0.8631,1.61,3_2
734,0,0,Steel,0.405,0.07,0.5656,0.045,74.0000202554444,0.04,0.0286,0.036000000000000004,0.0365,0.02285,0.013,0.0318,0.015,0.0477,0.0483,0.0353,73.0,0.185,0.58,0.0673,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.008421,0.000863,0.002564,0.002628,0.008334999999999999,0.0011070000000000001,0.0031190000000000002,0.654397,0.01273,-0.027860000000000003,0.01546,-0.01594,0.00128,-0.0059245,0.003050000000000002,0.3917,1.012,5.73,1_4
736,0,0,Titanium,0.38,-0.08,0.5656,0.012,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0297,0.017,0.0158,75.0,0.06,0.077,0.068,0.135,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.005829,0.0022789999999999998,0.005661,0.00089105,0.005546,0.001741,0.00236,0.696279,-0.01042,0.02027,-0.007123,0.006554000000000001,0.001703,-0.0059900000000000005,0.005400000000000004,0.4619,0.7456,3.07,1_4
737,0,0,Steel,0.41,0.07,0.5656,0.045,74.49998322747555,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0491,0.0484,0.0358,72.0,0.129,0.52,0.068,0.13,0.015848936170212168,0.01775912247474788,0.33,0.3,0.009,0.004026,0.005653,0.002091,0.0019149999999999998,0.005363000000000001,0.00103,0.00092694,0.6495340000000001,0.023880000000000002,-0.04448,0.02847,-0.02276,0.001082,-0.007913,0.0029000000000000007,0.281,0.8162,5.32,1_4
