, CS Length, BB Drop, Stack, SS E, ST Angle, BB OD, TT OD, HT OD, DT OD, CS OD, SS OD, ST OD, CS F, HT LX, ST UX, HT UX, HT Angle, HT Length, ST Length, BB Length, Dropout Offset, SSB OD, CSB OD, Material, SSB Offset, CSB Offset, SS Z, SS Thickness, CS Thickness, TT Thickness, BB Thickness, HT Thickness, ST Thickness, DT Thickness, DT Length
1933,0.4,0.03,0.5656,0.06,71.5,0.04,0.0385,0.04,0.0455,0.031,0.0165,0.0318,0.015,0.035,0.06,0.0226,67.0,0.1,0.3,0.073,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.3,0.009000000000000001,0.004589015195394213,0.0010068064907864758,0.008202025423640038,0.0005114658797239786,0.002530260261733736,0.004568921433948488,0.0058759742121997326,0.6479810286078513
1934,0.4,0.03,0.5656,0.06,71.5,0.04,0.0385,0.04,0.0455,0.031,0.0165,0.0318,0.015,0.035,0.06,0.0226,67.0,0.1,0.3,0.073,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.3,0.009000000000000001,0.0027684342329009877,0.0018380571733335289,0.0064290809948344295,0.0013167938397176256,0.0008245782008941558,0.0014976882368423895,0.006028330868566439,0.6479810286078513
1940,0.4,0.03,0.5656,0.039,71.5,0.04,0.0385,0.053,0.0455,0.031,0.0165,0.0318,0.015,0.035,0.06,0.0226,67.0,0.1,0.38,0.073,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.3,0.009000000000000001,0.0022923692151268337,0.0006272441650660572,0.008551184264117138,0.0030356809805715088,0.004350430085100721,0.007629135313222766,0.005761078005889924,0.6479810286078513
1941,0.375,0.0,0.5656,0.06,71.5,0.04,0.0385,0.053,0.0455,0.031,0.0165,0.0318,0.015,0.035,0.06,0.0226,67.0,0.1,0.31,0.073,0.135,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.3,0.009000000000000001,0.0005470651131761551,0.0009195161395670699,0.00974726560355016,0.0006913245644981452,0.0015523351744567836,0.0005137152669203608,0.0007782851454797247,0.626989510784291
1942,0.4,0.02,0.5656,0.06,71.5,0.04,0.0385,0.05,0.0455,0.031,0.0165,0.0318,0.015,0.035,0.06,0.0226,67.0,0.1,0.3,0.073,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.3,0.009000000000000001,0.0006718839270903056,0.009132997730763351,0.008220041572209767,0.0008949667245431687,0.0011048048188072735,0.0005670261654000665,0.0005348011811378194,0.6407970958814367
1944,0.379,-0.003,0.5656,0.045,69.5,0.04,0.0286,0.045,0.0365,0.02485,0.0165,0.0318,0.015,0.0481,0.0317,0.025,69.0,0.115,0.3427,0.068,0.135,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.0016160521952133682,0.001072951740948784,0.00599316185393376,0.004552243859003546,0.0006082694297926604,0.0016066242184583116,0.00230919660500448,0.5844273606446622
1946,0.42,0.07,0.5656,0.045,72.0,0.04,0.0286,0.055,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0451,0.0469,0.0377,72.0,0.125,0.5569,0.068,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.005188980685638266,0.004801896785711383,0.0018021166146159485,0.0037174130926896603,0.007919078824882646,0.0007760115841736901,0.0009088186026693168,0.6328662797075428
1947,0.41894,0.07,0.5656,0.045,70.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0464,0.048,0.0355,70.0,0.1524,0.515,0.068,0.135,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.005799124921368783,0.0020317717239295213,0.0033703719457798837,0.002396957084440155,0.009833189565894615,0.002264043593783353,0.009833189565894615,0.6550289866107493
1964,0.37,0.0474,0.5656,0.045,77.5,0.04,0.02695,0.035,0.0325,0.0205,0.012,0.0275,0.015,0.035,0.0259,0.035,77.5,0.0887,0.6259,0.068,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.00801815502147123,0.008328972553002665,0.0049336153779914954,0.0009310202758213867,0.0026302668502813037,0.0010075431182113906,0.006108217568443618,0.6352016023106392
1965,0.397,0.07,0.5656,0.19,74.0,0.04,0.0352,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0444,0.053,0.0291,74.5,0.0719,0.523,0.068,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.0006341633569428909,0.0032398550484259163,0.0005535045161730642,0.0014136057756925515,0.0010023980221746972,0.007117050730966546,0.004082235090572673,0.6211440078064158
1968,0.364,0.048,0.5656,0.045,77.0,0.04,0.0277,0.036000000000000004,0.034,0.023350000000000003,0.013000000000000001,0.028999999999999998,0.015,0.038,0.02,0.035,77.0,0.0949,0.66,0.068,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.006077025487991071,0.00719029885131552,0.005136120145400693,0.000816775314840929,0.0005152203516085402,0.0007714843670461034,0.0005657833946003045,0.6657000612242592
1971,0.40367,0.067,0.5656,0.045,73.5,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0468,0.0419,0.0427,73.5,0.12830000000000005,0.56,0.068,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.008715348463148016,0.008414693676401597,0.003417534302877313,0.0008441043651434218,0.000733517306717535,0.002817457888151639,0.0013167938397176256,0.6331620218354921
1972,0.381,0.0425,0.5656,0.045,77.0,0.04,0.0277,0.036000000000000004,0.032,0.022000000000000002,0.0125,0.0275,0.015,0.0383,0.1122,0.027600000000000003,77.0,0.0873,0.5877,0.068,0.13,0.0,0.0, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,0.33,0.35,0.009000000000000001,0.0019509503164198442,0.0006062707782953896,0.0006206273824157617,0.0010835981415314646,0.004374359285137126,0.0050228166923729275,0.0007958415087364158,0.6486397619744371
