, CS Length, BB Drop, Stack, SS E, ST Angle, BB OD, TT OD, HT OD, DT OD, CS OD, SS OD, ST OD, CS F, HT LX, ST UX, HT UX, HT Angle, HT Length, ST Length, BB Length, Dropout Offset, SSB OD, CSB OD, Material, SSB Offset, CSB Offset, SS Z, SS Thickness, CS Thickness, TT Thickness, BB Thickness, HT Thickness, ST Thickness, DT Thickness, DT Length
2651,0.435,0.07,0.595,0.045,73.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.046700000000000005,0.0534,0.0289,71.5,0.1817,0.5334,0.068,0.13,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.002480784669338167,0.0005796050064873084,0.0008806816231530211,0.0008806816231530211,0.0023058212740625326,0.0051700397571229325,0.0006592281753210114,0.6697999115168555
2672,0.405,0.07,0.53,0.12,74.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0503,0.0485,0.0305,72.5,0.1111,0.5085,0.068,0.13,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.007523852389307739,0.005980026434433212,0.0031695422986330267,0.0021260243636212982,0.00477388273306509,0.0007470526695539376,0.0005351924670706258,0.6413699479600059
2680,0.39142,0.07,0.5,0.045,74.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.040999999999999995,0.0523,0.0278,62.0,0.0752,0.3523,0.068,0.135,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.0012957757024009671,0.002063218540362156,0.008280381696930196,0.0006163301415289199,0.005020980234470861,0.0012769595679780865,0.004680536337116265,0.6464243004691194
2751,0.415,0.075,0.5656,0.045,74.58737723320992,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0486,0.0483,0.0309,73.0,0.17300000000000001,0.5782999999999999,0.068,0.13,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.008088836551877658,0.001028388948188303,0.0009121481453798633,0.001637467920315326,0.005292467254434103,0.007430884034813422,0.004337721414552989,0.6646170167885957
2770,0.41355,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.037000000000000005,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0405,0.0486,0.0282,72.0,0.0535,0.5146000000000001,0.068,0.13,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.0010816186469009656,0.0046908173632872465,0.0019331955251463847,0.004178903172261229,0.0011351102047769588,0.005413832840398975,0.002861065189095875,0.6332065735003115
2772,0.4156,0.087,0.4656,0.045,73.5,0.04,0.0286,0.045,0.037000000000000005,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0205,0.0486,0.025,72.5,0.0289,0.5146000000000001,0.068,0.13,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.002098219022969121,0.0019530918198106774,0.001251990464188101,0.004649828260841208,0.006653922038676715,0.0052963394747274324,0.000728704844259945,0.6297581611189942
2803,0.4,0.055,0.5656,0.15,74.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0496,0.0412,0.0348,74.0,0.1267,0.5912000000000001,0.068,0.13,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.0011161753821753292,0.006108217568443618,0.0005762236166136014,0.00725898981394138,0.0014396905959229776,0.0021431975993860845,0.0026149219902591478,0.6298357986994242
2823,0.45,0.0701,0.5656,0.045,73.75,0.04,0.031100000000000006,0.0413,0.0385,0.023350000000000003,0.013000000000000001,0.0348,0.015,0.0479,0.0533,0.0343,71.25,0.1415,0.4905,0.068,0.135,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.0064857545416297895,0.0016689037543793086,0.0023708045074957397,0.0040613888446843155,0.0006699211897726896,0.0074635644853934925,0.004784368799144022,0.7118842746285448
2853,0.43111000000000005,0.085,0.4625,0.14,73.5,0.04,0.0286,0.045,0.03725,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0005,0.0506,0.026000000000000002,72.0,0.0447,0.5166000000000001,0.068,0.14,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.001347975761297491,0.0036447244378024993,0.0007686682782741097,0.0008391798977549393,0.005207991006032555,0.005269293311890475,0.0024916949675484854,0.6309252229656251
2860,0.425,0.0675,0.547,0.055,73.0,0.04,0.0318,0.038,0.0365,0.023350000000000003,0.013000000000000001,0.0316,0.015,0.041200000000000014,0.0461,0.0293,72.0,0.13,0.52,0.068,0.12,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.001987677326271103,0.00447630768157615,0.00115521082724765,0.0008120102839185168,0.007735891484284934,0.0022246493252546786,0.005773732494496699,0.6756970737392498
2861,0.425,0.0675,0.547,0.055,73.0,0.04,0.0318,0.038,0.0365,0.023350000000000003,0.013000000000000001,0.0316,0.015,0.041200000000000014,0.0461,0.0293,72.0,0.13,0.47,0.068,0.12,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.00117824980387721,0.0005506780030035738,0.0015242094201608667,0.0070188346317830615,0.0009161597020462213,0.0044469395092523005,0.0006449213174354128,0.6756970737392498
2864,0.41200000000000003,0.075,0.54,0.045,73.5,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0474,0.047200000000000006,0.0332,72.0,0.1146,0.5622,0.068,0.13,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.0017335975079810619,0.0005442714833108521,0.002295724854537928,0.007798379144625826,0.002784679931985955,0.0009378545331748088,0.006619943276586178,0.6401069566032369
2905,0.425,0.07200000000000001,0.564,0.045,74.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0487,0.0434,0.031,72.0,0.1449,0.54,0.068,0.13,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.001281637829854259,0.0009061637212017283,0.003410043975097105,0.0007015113051449406,0.0076907606368348935,0.0007625090134580724,0.0023864616117080717,0.65417843264926
2906,0.42,0.07200000000000001,0.564,0.045,74.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0487,0.0434,0.031,72.0,0.1449,0.54,0.068,0.13,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.0007394423872863934,0.0035630181623937827,0.0009088186026693168,0.008889163237754431,0.008154175171483887,0.005773732494496699,0.0026515131697107037,0.65417843264926
2935,0.4,0.042,0.6403,0.045,71.0,0.04,0.0286,0.057,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0521,0.0541,0.0246,65.0,0.106,0.406,0.073,0.135,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.000671392704314716,0.0009921865174119444,0.009466238217633751,0.009676236121609805,0.00643378481569885,0.0032068503990493576,0.00270637235312258,0.6892259542839367
2938,0.39874,0.07,0.5656,0.12,73.5,0.04,0.0286,0.05,0.0365,0.023350000000000003,0.0115,0.045,0.015,0.0613,0.021,0.032299999999999995,82.5,0.1,0.551,0.068,0.12,0.0,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.0029741465876780213,0.0011096636645532845,0.0015534709365646255,0.0022590814113666786,0.004414534132974542,0.0005830062390004845,0.00955667187401731,0.6474137648295322
2950,0.405,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.045,0.015,0.0502,0.11800000000000001,0.0268,82.0,0.1029,0.6679999999999999,0.068,0.13,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.0006418626572007777,0.004180431634711645,0.0019768040702699843,0.0044648637491820735,0.0005913805961511258,0.0010593063823888381,0.002151836167081549,0.6549508877673774
2974,0.405,0.07,0.5656,0.15,74.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.06509999999999999,0.0091,0.0312,85.0,0.1,0.6091,0.068,0.13,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.002965458377913909,0.008427011359585656,0.0008832618470854623,0.0018569743116440421,0.00200960358971949,0.0017463231723134967,0.0008257852434116486,0.6538666080622044
2992,0.405,0.052201999840350025,0.5656,0.045,73.96025006136934,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0454,0.0492,0.0306,66.95272031331247,0.0977,0.5152,0.068,0.135,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.0042591290533687855,0.003485691985507681,0.000535975897995789,0.0007536380780222055,0.0061665711019171,0.002519181099009259,0.0008434872298430896,0.6459874712668628
3013,0.405,0.085,0.5656,0.045,73.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0466,0.064,0.0687,73.5,0.047700000000000006,0.53,0.068,0.135,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.002675865110460968,0.006223205923053045,0.0009569085268832972,0.005775844276692361,0.0010616332004831804,0.0010843909533736042,0.0005408983903524788,0.6770351026195767
3070,0.43,0.0645,0.606,0.04,73.0,0.04,0.0286,0.038,0.0365,0.0186,0.0118,0.0286,0.015,0.0431,0.0391,0.0389,72.0,0.1673,0.54,0.068,0.135,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.0016054495953186593,0.004732167792308184,0.002079884453996168,0.0013951178454441582,0.004555574496720056,0.0005383330783480188,0.0018940089262429998,0.6709485820133603
3078,0.43,0.0645,0.606,0.04,73.0,0.04,0.0286,0.044000000000000004,0.0365,0.0186,0.0118,0.035,0.015,0.0545,0.039200000000000006,0.0359,72.0,0.1696,0.54,0.068,0.135,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.008286440017275309,0.006358934959892568,0.0005336290389472957,0.0011007720365781273,0.003410043975097105,0.0021731878355198625,0.003701135785097678,0.6767688053994643
3213,0.45,0.070000000000002,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0488,0.047,0.0385,73.0,0.1611,0.607,0.068,0.13,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.003615519612225057,0.005971285486081715,0.0034050595459161506,0.0016314907998163644,0.00726430083549623,0.0037501827817067244,0.0007503381491460949,0.6639719486992736
3218,0.425,0.07,0.6071,0.045,73.0,0.042,0.03255,0.045,0.038975,0.023350000000000003,0.015,0.0318,0.015,0.036000000000000004,0.0468,0.036000000000000004,73.0,0.1728,0.6,0.068,0.135,0.036000000000000004,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.38,0.35,0.009000000000000001,0.007008575267267404,0.003442621091582753,0.0056442987923384005,0.008451700845340011,0.0012957757024009671,0.0007051120136020128,0.0070703571640419825,0.6887680910904508
3226,0.43,0.07,0.6071,0.045,73.0,0.042,0.03405,0.0413,0.041475,0.02585,0.0165,0.0318,0.008,0.036000000000000004,0.0468,0.036000000000000004,72.5,0.1819,0.6,0.063,0.135,0.036000000000000004,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.38,0.37,0.009000000000000001,0.001009017990310325,0.004512465633708221,0.009542702976692376,0.0013361969363517494,0.0005239605604630339,0.0025731836499010233,0.001009017990310325,0.6854661170539947
3227,0.43,0.07,0.6071,0.045,73.0,0.046,0.03405,0.0413,0.041475,0.02585,0.0165,0.0318,0.008,0.036000000000000004,0.0468,0.036000000000000004,72.5,0.1819,0.6,0.063,0.135,0.036000000000000004,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.38,0.37,0.009000000000000001,0.0005787578033049273,0.0013440379943361676,0.0005787578033049273,0.004984391755261128,0.006600604802802878,0.0007845718440351397,0.0009572585227294641,0.6854661170539947
3235,0.43,0.066,0.649,0.045,73.75,0.046,0.03405,0.0413,0.041475,0.02585,0.0165,0.0318,0.008,0.05,0.0468,0.036000000000000004,73.0,0.226,0.6,0.063,0.135,0.036000000000000004,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.38,0.37,0.009000000000000001,0.002095152075972984,0.0010674726307746026,0.000941290451756706,0.005128612726928504,0.0020258364216806587,0.004209578873398961,0.005673269778617252,0.7114409399518173
3241,0.43,0.0635,0.649,0.045,73.75,0.046,0.03405,0.0413,0.041475,0.02585,0.0165,0.0318,0.008,0.05,0.0468,0.036000000000000004,72.75,0.22899999999999998,0.6,0.063,0.135,0.036000000000000004,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.38,0.37,0.009000000000000001,0.0016314907998163644,0.004725250827188262,0.005698220378271197,0.0010706001156190004,0.00835948652990492,0.0018583329622068234,0.001825998042539253,0.7097771775238815
3242,0.43,0.0635,0.649,0.045,73.75,0.046,0.03405,0.0413,0.041475,0.02585,0.0165,0.0318,0.008,0.05,0.0468,0.036000000000000004,72.75,0.22899999999999998,0.6,0.063,0.135,0.036000000000000004,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.38,0.37,0.009000000000000001,0.0016350744488690633,0.002350088043538341,0.0013245210366373706,0.003478052274184135,0.002448339574166185,0.00114427920373069,0.0020783638243558333,0.7097771775238815
3251,0.405,0.07,0.5771000000000001,0.045,74.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0513,0.0471,0.031100000000000006,75.0,0.1259,0.5871000000000001,0.068,0.12,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.0011842975097406069,0.004017076084580561,0.007895945258348242,0.0026245020037246984,0.0007514365168297591,0.002836064749927535,0.0010068064907864758,0.6636202766217868
3277,0.405,0.06999999999999977,560.28,0.045,73.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0498,0.048,0.0353,73.0,0.13269999999999998,0.514,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.000928300537835206,0.0008832618470854623,0.0012221347416036608,0.007237784528889067,0.0005403053123797555,0.0054177938575166,0.003725578571716333,0.6486099544894972
3278,0.405,0.06999999999999874,560.28,0.045,73.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0498,0.048,0.0353,73.0,0.13269999999999998,0.514,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.0006388185032356332,0.0007128901733498347,0.000731909631542148,0.005731658620178864,0.0014856874053741154,0.009383520734084294,0.00251549883570893,0.6486099544894964
3280,0.405,0.06999999999999874,560.28,0.045,73.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0498,0.048,0.0353,73.0,0.13269999999999998,0.514,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.0005235774863181817,0.0006416279773744868,0.005288597865169651,0.001153522266455022,0.0012760259668038265,0.0048159653987968325,0.0005430785847324865,0.6486099544894964
3281,0.405,0.06999999999999874,560.28,0.045,73.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0498,0.048,0.0353,73.0,0.13269999999999998,0.514,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.0018556166544077466,0.006791590119566511,0.00663448430461694,0.0072113650126726155,0.0008336742038658855,0.0022673577692929525,0.0008943124031332275,0.6486099544894964
3300,0.405,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.051,0.047,0.0338,72.5,0.0792,0.537,0.068,0.13,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.0018047546074381727,0.002400465822738581,0.0008749036446244988,0.0005099717627666506,0.0010427794212843763,0.0012797644719019304,0.0008749036446244988,0.6379594984534537
3323,0.41,0.065,0.585,0.045,73.5,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0458,0.0469,0.0335,73.0,0.1669,0.62,0.068,0.135,0.016,0.018000000000000002, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.35,0.009000000000000001,0.002558171810735423,0.008244124677196497,0.002875750428730727,0.004926403958831728,0.0069983308987682895,0.008053418244217661,0.0017386766076939624,0.6666199761325349
